id,yield
15289,4299.60507096329
15290,6102.632431471969
15291,7245.619358451458
15292,4969.997934353725
15293,3674.613169758404
15294,4961.121835062772
15295,7212.1112777298085
15296,6433.221892221572
15297,8374.396658239824
15298,4224.754039181585
15299,5863.067528704097
15300,5908.4919715879305
15301,5532.21998450414
15302,5647.643666786278
15303,5062.385278623647
15304,4861.942532001508
15305,4842.90816248723
15306,6312.018670500563
15307,5010.098498551267
15308,5824.975894532006
15309,6179.931383498363
15310,7564.831422786768
15311,4397.221922826731
15312,5171.503978238047
15313,6392.706345083709
15314,5106.561045648125
15315,4584.00340523813
15316,7966.4372391305105
15317,5654.386253463449
15318,7831.484429200352
15319,8131.582725201281
15320,6981.929159654075
15321,6602.849612018974
15322,2690.5472208500046
15323,5896.339047125189
15324,2615.4491850901372
15325,7129.969759422657
15326,6180.9814047156115
15327,4172.018459178783
15328,7811.072577266917
15329,7727.121897279375
15330,5145.53270551162
15331,5760.989742170433
15332,6871.776623278497
15333,6370.947388539774
15334,5593.909558379824
15335,8025.510708328858
15336,4159.879331176061
15337,7527.536577090709
15338,6157.274081078839
15339,5511.7851894117075
15340,6698.805598713927
15341,5709.583148433201
15342,5352.995284763391
15343,6699.7096426704065
15344,6055.526624348992
15345,4461.932847614819
15346,6100.845764721355
15347,6265.7785142389985
15348,4746.541297459498
15349,6503.342046319843
15350,4637.916183697705
15351,6085.769521561758
15352,5846.29006888089
15353,6875.922540329173
15354,4325.893392688172
15355,4489.651913344337
15356,6061.758104336897
15357,6178.149754742127
15358,6981.5841290767285
15359,4980.773360438682
15360,4458.818539693625
15361,5645.275159970399
15362,5986.128480787245
15363,6628.640348618791
15364,5101.736605913289
15365,4492.868445592716
15366,4745.1509575956
15367,7669.612848133277
15368,4932.398095987881
15369,5876.9449162987
15370,6418.782960980162
15371,3377.3291488369723
15372,4845.955456786635
15373,6189.669591186875
15374,5669.422764580586
15375,5481.114182865574
15376,5895.20519734004
15377,5661.438257390186
15378,4762.731585948194
15379,6030.893824289434
15380,7351.824680724797
15381,6104.170861704512
15382,5894.7370171076645
15383,7319.887982848389
15384,5200.031601699019
15385,4274.987812514027
15386,4342.762611785222
15387,4367.3649374710985
15388,6770.181129265531
15389,6108.981142544818
15390,8323.706368516461
15391,6378.607260708602
15392,7237.97667168347
15393,5836.474268229488
15394,6046.51847094369
15395,5546.125444917864
15396,6888.135203431234
15397,6873.5618757692655
15398,5618.745965514242
15399,5564.659231734007
15400,4833.2904740277745
15401,6154.471057495908
15402,6171.621258274854
15403,6100.350695491797
15404,7201.625934554163
15405,7525.055819597522
15406,8197.221280778347
15407,5706.12269691888
15408,7607.502612319277
15409,5851.069478668293
15410,5881.458312202215
15411,8264.388103350913
15412,6661.338338977134
15413,6734.274258409956
15414,5675.95794499458
15415,5950.171105274804
15416,6924.2142341024255
15417,5759.07826120958
15418,7580.740793233595
15419,4388.441616001274
15420,4156.513459512986
15421,6299.094265175456
15422,3697.9427087713666
15423,6655.823042106159
15424,6424.088074976266
15425,6955.723886209635
15426,3824.6590197774485
15427,7583.865214948485
15428,6383.184639857881
15429,7380.654145231002
15430,6506.979312191564
15431,5272.224956906273
15432,5203.716261454193
15433,4723.434525067619
15434,8360.034471944633
15435,4011.65166312987
15436,4708.5270917901025
15437,5012.14133145468
15438,5490.390826622557
15439,7393.143088164511
15440,5440.163111704727
15441,6496.333932772498
15442,5400.762999075075
15443,4689.5200246947115
15444,5750.416559216194
15445,3595.810128627505
15446,6596.366110434167
15447,6582.721801424994
15448,7973.694573801285
15449,8151.5974058805305
15450,7074.51294003505
15451,5294.8189194063425
15452,4533.788125108585
15453,7465.489184092891
15454,6535.9827440212075
15455,8277.837660187957
15456,6421.69475010692
15457,6345.282789856752
15458,5641.172379247648
15459,6183.094508601321
15460,5719.634229710028
15461,5095.734524953745
15462,5182.164797720295
15463,6722.056645359905
15464,6282.775083211695
15465,6698.675769881055
15466,7298.756687675005
15467,7337.507379060907
15468,3485.863126550489
15469,2505.0529348754926
15470,7435.582853767774
15471,7344.835057073761
15472,6593.439463723594
15473,5249.588814256093
15474,6819.22321216725
15475,5168.893020857297
15476,5257.804023024362
15477,5669.597062726297
15478,4462.701668721867
15479,7346.81334634221
15480,6787.9633657700715
15481,6471.911197594788
15482,6338.893728324415
15483,6756.957790378666
15484,6311.295517659145
15485,7497.332014664905
15486,6175.292225898041
15487,7853.1080431231285
15488,7135.133059458084
15489,5474.790369629883
15490,6204.26365484771
15491,6542.0473365933
15492,5206.547125218684
15493,7320.852479786102
15494,6373.470126850874
15495,6880.916776469684
15496,6928.731798122074
15497,4770.306871950622
15498,6686.13796891139
15499,6482.974631146169
15500,7463.306915951948
15501,5517.123516028216
15502,7638.498400884383
15503,7457.90169299392
15504,6788.061705413357
15505,6181.4978786257825
15506,4518.612778358552
15507,4680.383212900774
15508,6060.961888451328
15509,4016.2063935331635
15510,5015.6500185756
15511,6148.033927766631
15512,5342.338147706486
15513,6722.906940570356
15514,7872.795326715058
15515,6689.997556958358
15516,5137.974666314915
15517,7722.451130365994
15518,7096.216415629194
15519,7082.36505945207
15520,5646.681254696507
15521,6491.047551949209
15522,6362.2606175967285
15523,6573.474763504111
15524,7190.359178711716
15525,5220.485690531347
15526,5495.493397399333
15527,4487.314771235776
15528,4288.59018105061
15529,7441.173744892126
15530,6567.475936344373
15531,6650.357167562749
15532,7176.39042948435
15533,4794.511851320888
15534,7952.586615953679
15535,4057.5532236873705
15536,6530.887614939266
15537,5481.301861084749
15538,6662.165572397629
15539,7415.549525152767
15540,6149.931436534523
15541,6349.359200373857
15542,7142.81280168904
15543,7108.602940601354
15544,4654.48969170301
15545,4927.663730754693
15546,7552.353193410297
15547,5493.4082541297375
15548,5963.188575637941
15549,7078.301768374707
15550,6644.810438050431
15551,7096.804836086802
15552,6394.277711183433
15553,4292.9911491365965
15554,5540.848708166407
15555,5992.84924131575
15556,6760.847240958062
15557,7073.676995523884
15558,4104.919765680131
15559,5556.613201046547
15560,7774.928774717036
15561,5514.247160222442
15562,7546.8467339912395
15563,6695.324252887075
15564,4401.449331491129
15565,6388.841450292392
15566,6677.063591071735
15567,6548.526404538928
15568,3241.297435230401
15569,4245.926109961077
15570,5273.61037431131
15571,5168.496825773973
15572,4123.163896688898
15573,5842.28176650028
15574,6189.736317257013
15575,6467.067495454364
15576,4357.758201867415
15577,5897.966191596811
15578,6570.024528429946
15579,3204.3541821644776
15580,7670.242709920197
15581,7353.769204684501
15582,6653.494163585549
15583,3039.1770712946536
15584,5384.161766613092
15585,4134.5316998994185
15586,6266.995934108639
15587,7948.555243430387
15588,6427.477930679905
15589,5719.491648500822
15590,5082.001438071794
15591,5961.077270385896
15592,7875.782684178871
15593,7225.630150890963
15594,6854.407493834839
15595,4411.367301325888
15596,4733.623408640916
15597,5069.449939774699
15598,5283.102361637488
15599,5589.71480220918
15600,5550.5689425737455
15601,6129.135207604574
15602,7674.197521951956
15603,5006.2859032695405
15604,7338.669425421428
15605,6427.215385758184
15606,7568.168018529147
15607,5794.2902830544635
15608,6808.859836245757
15609,7324.254029290355
15610,6515.843570737133
15611,4678.467099379347
15612,5119.988546893129
15613,6447.563575603445
15614,4555.975359708341
15615,6265.422042469617
15616,6097.169640244784
15617,5377.042684116935
15618,6518.426704637649
15619,6820.059392856172
15620,4986.056131895394
15621,4308.3133587542825
15622,4214.539861702607
15623,5442.955958376396
15624,5249.131268045541
15625,4162.637012473743
15626,7444.317502895338
15627,5507.460355844557
15628,5754.067550840099
15629,5890.715076216105
15630,5233.764361752509
15631,5753.7053116096895
15632,5948.657099133007
15633,4967.106060265355
15634,7045.517695181871
15635,5283.507554711744
15636,7511.023807914543
15637,5717.950004882777
15638,5657.534266972466
15639,4191.754361650416
15640,5556.454975972531
15641,7091.902329458134
15642,6606.2609500272765
15643,4550.343065859707
15644,6147.089786422245
15645,5497.3061323376
15646,5602.416060534889
15647,7957.798789318699
15648,5725.781948558287
15649,6773.496181639793
15650,7991.656909372329
15651,5541.584538426964
15652,8054.7417959195855
15653,4965.246754628409
15654,6813.957948300476
15655,4910.164295214055
15656,7174.735843389909
15657,5351.2921254112725
15658,6735.432943943059
15659,7197.2740397925
15660,7718.831710621732
15661,7421.590617080165
15662,6826.634516620686
15663,7340.065529729448
15664,4341.116001900457
15665,4368.385160958751
15666,4726.715669044605
15667,6650.12262162701
15668,7377.927554600691
15669,5090.961819830507
15670,6561.577382058734
15671,5764.935516368801
15672,5373.299666125046
15673,6932.818608915938
15674,6231.476636699778
15675,4690.7893654616755
15676,5519.038307384552
15677,5305.9628391068845
15678,7489.173810929894
15679,6363.102587802751
15680,4800.261330628319
15681,7328.708148763709
15682,6210.457833358622
15683,5652.60844496367
15684,6608.388478726752
15685,6821.924580361842
15686,7822.9932239259715
15687,5606.576844364284
15688,7334.2403229021775
15689,7313.44755593699
15690,6764.532174405107
15691,6212.747072361507
15692,5136.636497371793
15693,6687.803891685387
15694,6651.109012014486
15695,6216.742473440402
15696,7229.22924684093
15697,5328.4468886498735
15698,7249.77758017997
15699,5521.401100433942
15700,7329.879580541809
15701,4112.823247399153
15702,4699.660979242166
15703,3137.204438742615
15704,4476.3708409376995
15705,6047.872184932835
15706,6578.599141763093
15707,6039.785788679098
15708,6265.268509652197
15709,7042.373154269259
15710,6709.770284125256
15711,6371.678122799286
15712,7113.900887088153
15713,5567.405920174577
15714,4589.567818690089
15715,5530.942735662108
15716,6446.356721289415
15717,5057.739850700495
15718,5440.771375061223
15719,6132.4304226952545
15720,5724.829201586015
15721,5455.9616844149905
15722,6818.017094079884
15723,6347.274958656079
15724,5104.750069422274
15725,5477.302648880225
15726,6864.899446753882
15727,6954.127875780657
15728,5038.913886643476
15729,5538.977922647503
15730,4822.160043326253
15731,5177.573672055308
15732,7501.891134981263
15733,6528.711035942088
15734,7359.311703167258
15735,5242.162158514912
15736,6657.1457984391545
15737,6765.969345028963
15738,3405.692679120625
15739,3901.078206742105
15740,7254.911481304033
15741,5565.82990600841
15742,6046.949865922391
15743,4558.68377644111
15744,6898.006790424771
15745,7741.63414499173
15746,6359.638071014229
15747,5379.734301808922
15748,7218.968845966959
15749,5603.502590866844
15750,6085.571861043431
15751,5427.681931078686
15752,5810.605633289855
15753,6513.225689098285
15754,6143.443544537776
15755,5806.464897565397
15756,6779.157202933661
15757,5488.9924907422255
15758,5534.285115592561
15759,5581.74715405159
15760,5704.611746479721
15761,5157.921371775602
15762,3294.7983734531435
15763,5767.304263939691
15764,7926.010910707263
15765,7226.014719967262
15766,8282.609707377178
15767,5936.255317833329
15768,5443.052314721871
15769,4558.016991761384
15770,4240.684640285254
15771,5351.052317707614
15772,5746.730521594934
15773,6534.019152396232
15774,3713.671166491441
15775,6478.534691918008
15776,5822.967228375519
15777,7696.20682582921
15778,6026.208984627247
15779,7697.161199782005
15780,6163.914694689361
15781,6447.180940067519
15782,6807.722541274085
15783,7941.681326954334
15784,7730.851546618908
15785,7857.667400995105
15786,6537.409515257204
15787,6665.835350321166
15788,4503.777102490793
15789,4890.480786038682
15790,5498.805882241295
15791,6699.829149409167
15792,6680.060800661314
15793,6310.784782081116
15794,6673.981725270937
15795,5999.509756959479
15796,7845.253786685888
15797,6477.964979940203
15798,4684.224749899277
15799,6477.410944339498
15800,6634.9082288246855
15801,5488.17239550715
15802,4904.526673168647
15803,5852.192962820565
15804,7240.014476591955
15805,6319.046824662927
15806,7516.731978336414
15807,5112.877195368072
15808,4700.382497162295
15809,7689.526852269278
15810,5939.201939498683
15811,7802.628372928167
15812,5817.487391163023
15813,5134.030365829273
15814,6139.4022750321665
15815,7397.356193484989
15816,6703.783889349602
15817,3951.8980940078727
15818,7149.080011998319
15819,7183.765597271601
15820,4967.345065304776
15821,7231.727070111566
15822,6001.605982376744
15823,6112.6522355408315
15824,5693.136659106597
15825,7171.368916061642
15826,6118.550756500196
15827,5957.415174062885
15828,4728.579508009148
15829,4553.814563375129
15830,3647.985384094277
15831,7128.474665768313
15832,4404.367169062055
15833,4641.266668656835
15834,6324.474558157129
15835,7293.947581704436
15836,7148.577291963306
15837,3526.297893189985
15838,7722.240376641424
15839,4815.602214002035
15840,8025.7537160131515
15841,3974.1787597940665
15842,6597.722148517433
15843,5834.321798186356
15844,5783.1433715372505
15845,5361.605998420236
15846,7069.821331178372
15847,7742.674453688792
15848,5620.273939019252
15849,5054.276761742295
15850,7046.258021490493
15851,7199.048468562266
15852,8038.071509129418
15853,7374.603909693681
15854,5182.089350426311
15855,3929.4472851560004
15856,4203.933306474783
15857,5842.457117168249
15858,5670.240505370614
15859,5088.012342699881
15860,8225.699686941021
15861,5945.546558606149
15862,6281.289612923071
15863,7636.652140047417
15864,5521.974382832618
15865,7222.827628086471
15866,6924.255038089997
15867,5697.097434325927
15868,7657.990923124517
15869,4943.389622047504
15870,7777.510105438124
15871,5737.209241413939
15872,7460.373345666368
15873,8172.608504132958
15874,8086.437330632462
15875,7684.013289299831
15876,6176.3674523884865
15877,6378.030839508128
15878,7988.979939276252
15879,7388.678741431912
15880,7927.118370323359
15881,4793.6029583381105
15882,7296.527820108208
15883,6431.503413223397
15884,6501.500351083815
15885,5296.408362199031
15886,5015.1993022535835
15887,6679.81692377015
15888,4478.666891425941
15889,6748.296104390759
15890,6021.223748930169
15891,5999.521280567696
15892,4589.884837596291
15893,5863.383465210124
15894,5206.767326002245
15895,5740.99489456628
15896,6496.44070789004
15897,6442.411593416182
15898,5122.903019000984
15899,7316.787602445355
15900,5637.321282490283
15901,6631.570270523897
15902,5195.75295423395
15903,6058.609841353972
15904,5466.634370781786
15905,8147.910018586493
15906,7177.428453988393
15907,7186.391381589629
15908,5673.062734948222
15909,5574.936693283517
15910,5861.107254721312
15911,6450.725072682558
15912,6908.458378943987
15913,7082.962711557523
15914,5522.061877317089
15915,6194.801231347864
15916,5168.154767093353
15917,5450.281371036045
15918,4401.097021812382
15919,7339.361209819336
15920,5753.008901348433
15921,5731.0662049110915
15922,7383.869042208827
15923,4850.501749236996
15924,5363.034824033512
15925,7346.511296187103
15926,6530.111221755081
15927,3689.383285382365
15928,5376.111133801971
15929,6427.074307626532
15930,7052.190782359762
15931,6729.992071240785
15932,4280.326580093179
15933,4652.738513028591
15934,6083.184908945612
15935,5942.412164665907
15936,4305.916621265708
15937,6622.474514259635
15938,6669.276877200881
15939,6939.100273814457
15940,5842.676316674319
15941,6625.18313133898
15942,7883.078870004591
15943,7830.008865682267
15944,5078.1760200729195
15945,5440.279720532318
15946,6027.895278518471
15947,4256.032287115647
15948,4782.26310727592
15949,2921.3651221357172
15950,8171.806886607993
15951,5746.038506923546
15952,6017.724043853769
15953,5100.195832401076
15954,7035.125655615545
15955,6190.611439522713
15956,5800.260613623053
15957,6517.680537117652
15958,6620.3550110812985
15959,6267.771766462516
15960,6531.020795077447
15961,5314.553662850277
15962,5030.4407377806065
15963,7218.105512291132
15964,5847.633781925247
15965,6132.386874666107
15966,2935.6596718060496
15967,5902.696839384504
15968,5943.023217366031
15969,4370.987557708034
15970,6474.201111409678
15971,5642.814228866119
15972,6223.825414447772
15973,6247.15215301915
15974,6509.747172201791
15975,8175.241875181827
15976,6558.588488249647
15977,7926.594275496852
15978,7847.962180900501
15979,7414.450896264842
15980,7187.0440053696575
15981,5119.310991727284
15982,6750.693799472008
15983,7215.949718678022
15984,6855.91015880233
15985,4537.422874007813
15986,6262.876667289877
15987,3792.953143183011
15988,5983.216918168574
15989,6678.087821001082
15990,5534.7126633358
15991,6847.5704252259175
15992,4358.501359451749
15993,5309.022161065194
15994,5739.887063767447
15995,5504.169118105042
15996,7264.954847865886
15997,5336.128830794475
15998,6597.830157765332
15999,6337.442628772388
16000,8006.762181148034
16001,6730.043975134248
16002,3969.4002106874814
16003,6139.531419097487
16004,5495.333339556385
16005,7213.944196328698
16006,7245.659426358828
16007,3991.620460101115
16008,5403.620657676315
16009,3690.54626667721
16010,3183.8882024449795
16011,6304.289721452692
16012,7396.860460058801
16013,7592.385337757679
16014,5815.68212295417
16015,6407.509352672097
16016,5164.462056214502
16017,5989.929197935186
16018,6800.211977355173
16019,7394.423336536926
16020,5893.564539172826
16021,7550.786947217607
16022,6219.726884820852
16023,5276.085673725184
16024,6848.516103129937
16025,4537.375084185181
16026,6237.639679422131
16027,5468.214704875839
16028,7554.45450155766
16029,6292.980270530698
16030,3129.6194013192
16031,5901.42048126757
16032,6200.748988721864
16033,6496.44323882677
16034,5016.62129555903
16035,7248.266125987874
16036,6543.510431957617
16037,4359.7080953010645
16038,5445.710493534297
16039,2721.7474929738846
16040,5105.598375673994
16041,6772.006287452031
16042,6539.599056260667
16043,6692.3379811435325
16044,4538.446753714891
16045,4404.0290522622545
16046,6088.932639139427
16047,3932.55068095566
16048,4246.136835492213
16049,7978.223335273594
16050,5926.920561964916
16051,6980.244858175708
16052,5949.568366395041
16053,4172.46305825939
16054,5226.21389056892
16055,7216.186665360089
16056,7866.355018288447
16057,2881.3689639408044
16058,5777.961018582603
16059,5492.949113351704
16060,7139.012502547585
16061,4094.8114491119904
16062,7133.911642771139
16063,6016.79849453976
16064,6262.932890607682
16065,6102.224274380981
16066,6465.102677641528
16067,6872.0261402816595
16068,5823.353798582005
16069,4209.849696139482
16070,5767.6222683087935
16071,5045.356780008945
16072,6973.963569422464
16073,5167.854912157866
16074,5409.545924221119
16075,6577.7056010184815
16076,7490.877506256241
16077,7377.944689814761
16078,6478.212967093433
16079,6724.510656656731
16080,6473.612547348249
16081,4657.18936939208
16082,6436.862374523183
16083,3680.460765373229
16084,6843.481886181785
16085,5306.384649148503
16086,7181.900373616939
16087,7043.964824476664
16088,7556.314495421689
16089,5967.275576688202
16090,7067.15213724745
16091,5412.669834467285
16092,6628.036349474668
16093,4529.325637020326
16094,6101.314478255158
16095,4867.760809907098
16096,4429.315197529561
16097,6510.347070994619
16098,7257.553109926942
16099,6123.688082918
16100,7283.8589540499515
16101,6578.469898244873
16102,7159.835379115369
16103,8010.77573136698
16104,4531.8470844862195
16105,4524.412530906534
16106,6394.784272062332
16107,4533.980158947649
16108,6830.560456255401
16109,6071.691276929436
16110,3154.4861012205884
16111,3796.5358915634743
16112,4696.200761772333
16113,7025.328495392182
16114,5766.219215378827
16115,7716.157409927272
16116,6743.458912334551
16117,5116.172322368267
16118,6457.860884276014
16119,6257.561467769399
16120,4895.932596226549
16121,5444.272596133698
16122,5555.091339968399
16123,4239.16606420455
16124,5540.340301145791
16125,7288.034839592295
16126,6847.022178895374
16127,7068.696702426513
16128,6459.875516278253
16129,7161.6901682231955
16130,7916.343266396268
16131,6467.266121919191
16132,6792.271795187305
16133,6287.598254836234
16134,4122.583073366995
16135,4175.314338059639
16136,4530.695585785065
16137,7708.065598448543
16138,2654.225036809896
16139,7186.598733826023
16140,7898.190459335275
16141,5476.559526645434
16142,4350.518019813276
16143,7305.618772100465
16144,7076.447271395483
16145,6690.493794781512
16146,3528.7558897348945
16147,6041.08915702266
16148,6952.850704819342
16149,6835.034345253373
16150,5058.369573389169
16151,5731.415784857959
16152,7591.203677200902
16153,3737.0142779060643
16154,4250.616060751232
16155,6061.088311423481
16156,4675.983181450265
16157,5691.429004781368
16158,6478.018812924992
16159,5338.374644043918
16160,5480.645969061116
16161,7179.893292922244
16162,7098.818811750681
16163,3859.0356429551766
16164,4583.584782427001
16165,7246.457288230326
16166,6962.198887254149
16167,4760.337788374617
16168,4224.332318209316
16169,4180.780483731423
16170,6051.002331756005
16171,6081.685258366462
16172,8173.134015723613
16173,6535.7815691097085
16174,8068.9890566258355
16175,6042.728854320978
16176,6134.326956297681
16177,6724.673960442938
16178,4693.761780004671
16179,5647.583577047074
16180,6891.000058704336
16181,6810.500703242825
16182,5352.653501351754
16183,5934.221934811051
16184,5942.873256295712
16185,5488.396318925887
16186,4333.716048476045
16187,5838.785815482987
16188,7114.956961666144
16189,6053.083473029327
16190,7427.22617437616
16191,6593.412907199951
16192,5747.304561871892
16193,6115.532999208656
16194,8271.262566424539
16195,7517.567223500287
16196,7469.769191396256
16197,6841.483334929963
16198,5348.387053782323
16199,5583.648216769435
16200,5631.415323294437
16201,6793.077393438379
16202,6060.75538414435
16203,5925.920766745953
16204,4113.294330694555
16205,5648.7599540603815
16206,5522.430831522263
16207,5105.190755050566
16208,5991.8354509398305
16209,7849.793577901694
16210,7805.25107596456
16211,4817.944203924023
16212,4644.512987604863
16213,4977.616418125764
16214,3781.3203358367
16215,6547.4316107614095
16216,6746.024083336774
16217,4411.725417900468
16218,7411.808233701188
16219,3968.0192689422383
16220,6458.718549598233
16221,8403.892601246731
16222,6078.821617736813
16223,6127.969966335685
16224,5278.521101183763
16225,5607.357307933618
16226,5829.656564652572
16227,7714.049561687932
16228,7461.39833286217
16229,7043.910462068608
16230,7272.891788459147
16231,5793.902584157778
16232,3112.1838460554964
16233,4193.332661369751
16234,6856.244107741355
16235,6200.090804598595
16236,5933.382723388123
16237,7247.155673293198
16238,6354.653582757238
16239,5972.192020914817
16240,5570.387850093634
16241,3761.2345007955055
16242,7256.215121233258
16243,3564.24105789628
16244,7090.266687030308
16245,7176.981663245316
16246,5658.393723439167
16247,7378.752703532166
16248,7581.627736925325
16249,7424.264179083472
16250,5763.3764250374115
16251,6216.101608264914
16252,4518.096474476509
16253,8219.639630493304
16254,5420.498740331106
16255,6770.846822058269
16256,7710.705769711422
16257,7554.714655843879
16258,4858.029454622841
16259,6951.383240367374
16260,4039.3592656988612
16261,3521.687403139941
16262,6672.983044683529
16263,6967.445684945639
16264,6029.884713038291
16265,8065.703409120651
16266,5875.84899227014
16267,5529.669665556409
16268,5420.482219328865
16269,6315.422755211902
16270,6128.183065566155
16271,6161.061444493304
16272,4939.333195113702
16273,5838.160216689143
16274,4562.200208924572
16275,6631.128595768823
16276,6681.590502237239
16277,7061.550350689383
16278,7276.911867432395
16279,6045.63148657237
16280,5706.194232849628
16281,4357.920841943218
16282,6363.235039104321
16283,7134.028557017019
16284,6553.962705884747
16285,5714.204460192102
16286,5105.234850889862
16287,5434.44195128924
16288,5038.635763816591
16289,6112.469373170064
16290,8018.068226157483
16291,4204.8520971131375
16292,4326.5341165588225
16293,4410.65136222994
16294,8084.884735522873
16295,5855.972728553507
16296,3956.2835979037727
16297,4005.6188583518715
16298,7296.383491224636
16299,4787.254558336274
16300,6505.199829559418
16301,7329.247432140496
16302,4083.5095222410428
16303,5123.608340054601
16304,4598.101319108412
16305,5740.36879767133
16306,6523.524292378486
16307,7835.254457100719
16308,5138.620508966682
16309,7529.6670746366735
16310,3526.94556088242
16311,4163.398412094528
16312,6218.105556134489
16313,7126.682927698944
16314,6755.8596919561305
16315,4447.687112407367
16316,4005.586740963631
16317,8666.954873623356
16318,5718.382529265357
16319,5744.066978006931
16320,4969.233542592429
16321,5325.670477469038
16322,5118.4998158261305
16323,6677.563620349433
16324,7596.413344913796
16325,4061.2212576905686
16326,8143.898777787849
16327,5855.330369481883
16328,6190.984547137704
16329,4298.5602848030585
16330,4267.64371914624
16331,5748.63823033966
16332,7169.038337455545
16333,4677.683331165216
16334,6052.772159627061
16335,6054.236415933051
16336,6822.599228895944
16337,4334.4354184677
16338,6063.844770190166
16339,6205.580326363694
16340,5741.251665891982
16341,6627.624728672396
16342,7489.044296441932
16343,5637.268216335559
16344,7756.348129547913
16345,6210.177960001273
16346,4346.467986386063
16347,7155.099261398679
16348,5399.399233346292
16349,6053.018176531111
16350,6298.886119582494
16351,7347.214280872541
16352,4055.1208676211163
16353,7335.024584150925
16354,5963.758711568593
16355,4596.144301454618
16356,5927.912854485458
16357,5507.189652669141
16358,5559.18867358034
16359,7351.004511798378
16360,6008.434566329967
16361,5916.027720753594
16362,6406.04261033435
16363,5392.812471982786
16364,7669.975724280747
16365,4333.708354989297
16366,6711.558612931828
16367,6203.136631492086
16368,5206.1028206055125
16369,7796.859501745396
16370,7673.841417155011
16371,6554.1941567544245
16372,5847.0634242860915
16373,7060.277915337873
16374,5766.466735248669
16375,3319.6966216770243
16376,4024.688050942911
16377,5624.224988610773
16378,7505.146406854144
16379,4921.9540990149135
16380,3773.372047086652
16381,5573.307320719879
16382,7618.640054193937
16383,5450.799666220343
16384,4900.565041739556
16385,6636.456699334641
16386,8184.93074004804
16387,3498.921290686302
16388,6203.459920908961
16389,4991.153669745471
16390,5351.874434859191
16391,6256.718833051332
16392,4704.912013997656
16393,7768.278219888777
16394,5768.982918764451
16395,6866.035802479638
16396,6259.69223177593
16397,5297.055256614592
16398,4921.453453845111
16399,5307.014139488795
